Label,Count,Wing_Area
MP_BipKopp1.1_B3_1_M__08.tif,132,F3
MP_BipKopp1.1_B3_1_M__08.tif,136,G1
MP_BipKopp1.1_B3_1_M__08.tif,98,G2
MP_BipKopp1.1_B3_1_M__08.tif,133,G3
MP_BipKopp1.1_B3_1_M__09.tif,92,A1
MP_BipKopp1.1_B3_1_M__09.tif,93,A2
MP_BipKopp1.1_B3_1_M__09.tif,85,B1
MP_BipKopp1.1_B3_1_M__09.tif,105,B2
MP_BipKopp1.1_B3_1_M__09.tif,95,B3
MP_BipKopp1.1_B3_1_M__09.tif,98,C1
MP_BipKopp1.1_B3_1_M__09.tif,99,C2
MP_BipKopp1.1_B3_1_M__09.tif,115,C3
MP_BipKopp1.1_B3_1_M__09.tif,103,E1
MP_BipKopp1.1_B3_1_M__09.tif,103,E2
MP_BipKopp1.1_B3_1_M__09.tif,118,F1
MP_BipKopp1.1_B3_1_M__09.tif,105,F2
MP_BipKopp1.1_B3_1_M__09.tif,109,F3
MP_BipKopp1.1_B3_1_M__09.tif,141,G1
MP_BipKopp1.1_B3_1_M__09.tif,97,G2
